flight_id,tail_id,client_id,maintenance_needed,hazard_score,pred_time_to_failure_hours
FL4751,TAIL1216,AL2,0,0.578,52.9
FL4752,TAIL1216,AL2,0,0.576,95.4
FL4753,TAIL1216,AL2,0,0.621,60.9
FL4754,TAIL1216,AL2,0,0.746,46.3
FL4755,TAIL1216,AL2,1,0.957,61.6
FL4756,TAIL1216,AL2,1,1.197,24.8
FL4757,TAIL1216,AL2,1,0.883,53.5
FL4758,TAIL1216,AL2,1,0.883,59.1
FL4759,TAIL1216,AL2,0,0.738,56.1
FL4760,TAIL1216,AL2,0,0.792,82.1
FL4761,TAIL1216,AL2,1,1.053,52.9
FL4762,TAIL1216,AL2,1,0.886,63.9
FL4763,TAIL1216,AL2,0,0.811,47.7
FL4764,TAIL1216,AL2,0,0.832,63.4
FL4765,TAIL1216,AL2,1,0.984,44.3
FL4766,TAIL1216,AL2,1,0.866,49.6
FL4767,TAIL1216,AL2,0,0.743,63.4
FL4768,TAIL1217,AL4,1,1.8,40.3
FL4769,TAIL1217,AL4,1,1.8,29.4
FL4770,TAIL1217,AL4,0,0.655,63.0
FL4771,TAIL1217,AL4,0,0.717,63.9
FL4772,TAIL1217,AL4,0,0.766,50.7
FL4773,TAIL1217,AL4,0,0.848,51.7
FL4774,TAIL1217,AL4,0,0.612,84.9
FL4775,TAIL1217,AL4,0,0.711,61.5
FL4776,TAIL1217,AL4,0,0.737,87.1
FL4777,TAIL1217,AL4,1,0.869,51.5
FL4778,TAIL1217,AL4,0,0.642,60.5
FL4779,TAIL1217,AL4,0,0.737,49.5
FL4780,TAIL1217,AL4,1,0.909,45.4
FL4781,TAIL1217,AL4,0,0.542,67.1
FL4782,TAIL1217,AL4,0,0.573,86.1
FL4783,TAIL1217,AL4,0,0.83,50.5
FL4784,TAIL1217,AL4,0,0.538,77.4
FL4785,TAIL1217,AL4,0,0.655,59.1
FL4786,TAIL1217,AL4,0,0.723,72.6
FL4787,TAIL1217,AL4,0,0.775,63.3
FL4788,TAIL1217,AL4,1,0.921,53.2
FL4789,TAIL1218,AL3,1,1.8,29.7
FL4790,TAIL1218,AL3,1,1.8,63.9
FL4791,TAIL1218,AL3,1,1.432,38.0
FL4792,TAIL1218,AL3,1,1.302,72.9
FL4793,TAIL1218,AL3,0,0.754,38.3
FL4794,TAIL1218,AL3,1,0.898,47.8
FL4795,TAIL1218,AL3,0,0.459,59.2
FL4796,TAIL1218,AL3,0,0.638,51.9
FL4797,TAIL1218,AL3,0,0.756,96.8
FL4798,TAIL1218,AL3,0,0.796,86.6
FL4799,TAIL1218,AL3,1,0.986,39.3
FL4800,TAIL1218,AL3,0,0.657,66.1
FL4801,TAIL1218,AL3,0,0.741,67.1
FL4802,TAIL1218,AL3,0,0.743,84.5
FL4803,TAIL1218,AL3,1,1.038,62.9
FL4804,TAIL1218,AL3,1,0.923,53.6
FL4805,TAIL1218,AL3,0,0.641,59.0
FL4806,TAIL1218,AL3,0,0.805,64.5
FL4807,TAIL1218,AL3,1,0.907,54.8
FL4808,TAIL1218,AL3,0,0.535,63.1
FL4809,TAIL1218,AL3,0,0.58,78.3
FL4810,TAIL1219,AL4,1,1.8,53.3
FL4811,TAIL1219,AL4,1,1.8,27.3
FL4812,TAIL1219,AL4,0,0.355,68.7
FL4813,TAIL1219,AL4,0,0.419,75.6
FL4814,TAIL1219,AL4,0,0.699,78.7
FL4815,TAIL1219,AL4,0,0.737,70.1
FL4816,TAIL1219,AL4,0,0.771,55.8
FL4817,TAIL1219,AL4,1,0.866,75.3
FL4818,TAIL1219,AL4,0,0.649,80.3
FL4819,TAIL1219,AL4,0,0.712,66.7
FL4820,TAIL1219,AL4,0,0.759,70.9
FL4821,TAIL1219,AL4,0,0.758,65.5
FL4822,TAIL1220,AL3,1,1.8,51.4
FL4823,TAIL1220,AL3,1,1.248,47.3
FL4824,TAIL1220,AL3,1,0.917,69.3
FL4825,TAIL1220,AL3,0,0.501,73.1
FL4826,TAIL1220,AL3,0,0.574,68.2
FL4827,TAIL1220,AL3,0,0.639,66.0
FL4828,TAIL1220,AL3,0,0.722,68.4
FL4829,TAIL1220,AL3,0,0.826,59.1
FL4830,TAIL1220,AL3,0,0.66,52.4
FL4831,TAIL1220,AL3,0,0.837,74.4
FL4832,TAIL1220,AL3,0,0.808,62.7
FL4833,TAIL1220,AL3,0,0.441,92.1
FL4834,TAIL1220,AL3,0,0.642,50.2
FL4835,TAIL1220,AL3,1,0.981,46.0
FL4836,TAIL1220,AL3,0,0.588,75.2
FL4837,TAIL1220,AL3,0,0.79,56.3
FL4838,TAIL1220,AL3,0,0.726,72.9
FL4839,TAIL1221,AL2,1,1.8,29.0
FL4840,TAIL1221,AL2,1,1.8,36.6
FL4841,TAIL1221,AL2,0,0.363,81.2
FL4842,TAIL1221,AL2,0,0.496,73.1
FL4843,TAIL1221,AL2,0,0.597,58.0
FL4844,TAIL1221,AL2,0,0.717,64.0
FL4845,TAIL1221,AL2,1,0.901,55.7
FL4846,TAIL1221,AL2,0,0.461,88.6
FL4847,TAIL1221,AL2,0,0.452,69.5
FL4848,TAIL1221,AL2,0,0.778,71.7
FL4849,TAIL1221,AL2,0,0.529,86.1
FL4850,TAIL1221,AL2,0,0.624,60.3
FL4851,TAIL1221,AL2,0,0.633,81.4
FL4852,TAIL1221,AL2,1,0.971,67.5
FL4853,TAIL1221,AL2,1,0.89,48.3
FL4854,TAIL1221,AL2,0,0.622,54.7
FL4855,TAIL1221,AL2,0,0.709,61.4
FL4856,TAIL1222,AL4,1,1.8,41.3
FL4857,TAIL1222,AL4,1,1.8,38.1
FL4858,TAIL1222,AL4,1,1.8,39.8
FL4859,TAIL1222,AL4,1,1.081,49.0
FL4860,TAIL1222,AL4,0,0.559,59.4
FL4861,TAIL1222,AL4,0,0.622,55.5
FL4862,TAIL1222,AL4,0,0.683,72.6
FL4863,TAIL1222,AL4,0,0.692,56.0
FL4864,TAIL1222,AL4,0,0.696,66.5
FL4865,TAIL1222,AL4,0,0.775,56.4
FL4866,TAIL1222,AL4,0,0.617,67.4
FL4867,TAIL1222,AL4,0,0.63,65.6
FL4868,TAIL1222,AL4,1,0.876,70.5
FL4869,TAIL1222,AL4,0,0.721,73.4
FL4870,TAIL1222,AL4,0,0.848,37.4
FL4871,TAIL1222,AL4,0,0.64,57.1
FL4872,TAIL1222,AL4,1,0.932,32.6
FL4873,TAIL1222,AL4,0,0.41,78.8
FL4874,TAIL1222,AL4,0,0.495,61.8
FL4875,TAIL1222,AL4,0,0.496,65.5
FL4876,TAIL1222,AL4,0,0.642,69.9
FL4877,TAIL1222,AL4,0,0.658,94.4
FL4878,TAIL1222,AL4,0,0.784,66.9
FL4879,TAIL1223,AL3,1,1.272,43.2
FL4880,TAIL1223,AL3,1,1.12,56.4
FL4881,TAIL1223,AL3,0,0.748,62.3
FL4882,TAIL1223,AL3,1,1.073,43.5
FL4883,TAIL1223,AL3,0,0.473,79.5
FL4884,TAIL1223,AL3,0,0.566,58.1
FL4885,TAIL1223,AL3,0,0.676,54.5
FL4886,TAIL1223,AL3,0,0.858,85.5
FL4887,TAIL1223,AL3,0,0.798,65.9
FL4888,TAIL1223,AL3,1,0.97,45.7
FL4889,TAIL1223,AL3,1,1.045,55.0
FL4890,TAIL1223,AL3,1,0.973,45.0
FL4891,TAIL1224,AL3,1,1.601,53.5
FL4892,TAIL1224,AL3,0,0.609,72.8
FL4893,TAIL1224,AL3,0,0.799,54.7
FL4894,TAIL1224,AL3,1,0.937,47.1
FL4895,TAIL1224,AL3,0,0.862,64.0
FL4896,TAIL1224,AL3,0,0.679,74.3
FL4897,TAIL1224,AL3,0,0.705,66.1
FL4898,TAIL1224,AL3,1,0.867,68.1
FL4899,TAIL1224,AL3,0,0.787,40.6
FL4900,TAIL1224,AL3,0,0.629,60.8
FL4901,TAIL1224,AL3,0,0.704,66.3
FL4902,TAIL1224,AL3,0,0.844,61.1
FL4903,TAIL1224,AL3,0,0.461,88.3
FL4904,TAIL1224,AL3,0,0.517,76.7
FL4905,TAIL1225,AL1,1,1.8,27.9
FL4906,TAIL1225,AL1,1,1.8,28.9
FL4907,TAIL1225,AL1,1,1.166,63.6
FL4908,TAIL1225,AL1,1,0.971,54.0
FL4909,TAIL1225,AL1,0,0.787,95.1
FL4910,TAIL1225,AL1,0,0.782,46.6
FL4911,TAIL1225,AL1,1,0.959,62.2
FL4912,TAIL1225,AL1,0,0.441,101.0
FL4913,TAIL1225,AL1,0,0.538,85.9
FL4914,TAIL1225,AL1,0,0.667,51.4
FL4915,TAIL1225,AL1,0,0.601,74.3
FL4916,TAIL1225,AL1,0,0.698,94.2
FL4917,TAIL1225,AL1,0,0.819,38.9
FL4918,TAIL1225,AL1,1,0.928,75.7
FL4919,TAIL1225,AL1,0,0.614,88.2
FL4920,TAIL1225,AL1,0,0.699,85.8
FL4921,TAIL1225,AL1,0,0.832,58.6
FL4922,TAIL1225,AL1,0,0.805,57.4
FL4923,TAIL1225,AL1,0,0.658,88.5
FL4924,TAIL1225,AL1,0,0.726,70.5
FL4925,TAIL1225,AL1,1,1.002,38.8
FL4926,TAIL1226,AL2,1,1.8,34.1
FL4927,TAIL1226,AL2,1,1.8,22.0
FL4928,TAIL1226,AL2,0,0.478,74.7
FL4929,TAIL1226,AL2,0,0.643,64.0
FL4930,TAIL1226,AL2,0,0.692,72.8
FL4931,TAIL1226,AL2,0,0.717,54.0
FL4932,TAIL1226,AL2,0,0.857,66.0
FL4933,TAIL1226,AL2,0,0.586,68.0
FL4934,TAIL1226,AL2,0,0.695,72.9
FL4935,TAIL1226,AL2,0,0.807,77.6
FL4936,TAIL1226,AL2,0,0.578,74.1
FL4937,TAIL1226,AL2,0,0.634,94.7
FL4938,TAIL1226,AL2,0,0.692,65.0
FL4939,TAIL1226,AL2,0,0.824,45.6
FL4940,TAIL1226,AL2,0,0.845,62.7
FL4941,TAIL1226,AL2,0,0.812,84.1
FL4942,TAIL1226,AL2,0,0.675,58.5
FL4943,TAIL1226,AL2,0,0.851,60.7
FL4944,TAIL1226,AL2,0,0.671,62.0
FL4945,TAIL1226,AL2,0,0.777,62.4
FL4946,TAIL1226,AL2,0,0.779,57.5
FL4947,TAIL1226,AL2,1,0.976,53.3
FL4948,TAIL1226,AL2,1,0.877,64.8
FL4949,TAIL1226,AL2,0,0.474,70.7
FL4950,TAIL1226,AL2,0,0.56,88.0
FL4951,TAIL1226,AL2,0,0.576,78.6
FL4952,TAIL1227,AL1,1,1.8,33.2
FL4953,TAIL1227,AL1,1,0.939,59.0
FL4954,TAIL1227,AL1,1,0.914,39.1
FL4955,TAIL1227,AL1,0,0.511,65.7
FL4956,TAIL1227,AL1,0,0.559,71.5
FL4957,TAIL1227,AL1,0,0.699,50.5
FL4958,TAIL1227,AL1,1,0.876,54.5
FL4959,TAIL1227,AL1,0,0.463,65.7
FL4960,TAIL1228,AL1,1,1.8,65.6
FL4961,TAIL1228,AL1,1,1.8,2.0
FL4962,TAIL1228,AL1,0,0.439,87.7
FL4963,TAIL1228,AL1,0,0.46,81.2
FL4964,TAIL1228,AL1,0,0.472,89.8
FL4965,TAIL1228,AL1,0,0.468,75.8
FL4966,TAIL1228,AL1,0,0.7,77.4
FL4967,TAIL1228,AL1,0,0.625,62.7
FL4968,TAIL1228,AL1,0,0.728,58.1
FL4969,TAIL1228,AL1,0,0.723,74.0
FL4970,TAIL1228,AL1,0,0.812,57.6
FL4971,TAIL1228,AL1,0,0.465,83.6
FL4972,TAIL1228,AL1,0,0.517,83.6
FL4973,TAIL1228,AL1,0,0.564,72.1
FL4974,TAIL1228,AL1,0,0.652,63.7
FL4975,TAIL1228,AL1,0,0.714,78.9
FL4976,TAIL1228,AL1,0,0.759,68.0
FL4977,TAIL1229,AL4,1,1.8,35.9
FL4978,TAIL1229,AL4,0,0.648,76.7
FL4979,TAIL1229,AL4,0,0.658,68.1
FL4980,TAIL1229,AL4,0,0.832,41.4
FL4981,TAIL1229,AL4,0,0.601,81.2
FL4982,TAIL1229,AL4,0,0.626,82.9
FL4983,TAIL1229,AL4,0,0.708,82.8
FL4984,TAIL1229,AL4,0,0.841,60.7
FL4985,TAIL1229,AL4,1,0.999,48.3
FL4986,TAIL1229,AL4,1,1.034,47.5
FL4987,TAIL1229,AL4,0,0.504,67.7
FL4988,TAIL1229,AL4,0,0.688,84.0
FL4989,TAIL1229,AL4,0,0.825,44.0
FL4990,TAIL1229,AL4,1,0.939,71.1
FL4991,TAIL1229,AL4,0,0.499,56.9
FL4992,TAIL1229,AL4,0,0.479,71.6
FL4993,TAIL1229,AL4,0,0.66,57.6
FL4994,TAIL1229,AL4,0,0.772,58.8
FL4995,TAIL1229,AL4,0,0.858,63.0
FL4996,TAIL1229,AL4,0,0.659,84.3
FL4997,TAIL1229,AL4,1,0.886,58.2
FL4998,TAIL1229,AL4,0,0.38,97.1
FL4999,TAIL1229,AL4,0,0.712,56.6
FL5000,TAIL1229,AL4,1,0.882,53.0
FL5001,TAIL1229,AL4,0,0.736,66.7
FL5002,TAIL1229,AL4,1,0.947,69.5
FL5003,TAIL1229,AL4,0,0.722,78.4
FL5004,TAIL1229,AL4,0,0.776,51.4
FL5005,TAIL1229,AL4,0,0.857,59.8
FL5006,TAIL1230,AL4,1,1.8,23.2
FL5007,TAIL1230,AL4,1,1.8,33.1
FL5008,TAIL1230,AL4,1,1.8,21.7
FL5009,TAIL1230,AL4,1,1.787,40.0
FL5010,TAIL1230,AL4,1,1.184,20.5
FL5011,TAIL1230,AL4,0,0.455,89.0
FL5012,TAIL1230,AL4,0,0.462,53.1
FL5013,TAIL1230,AL4,0,0.631,50.9
FL5014,TAIL1230,AL4,0,0.708,79.5
FL5015,TAIL1230,AL4,0,0.807,59.1
FL5016,TAIL1230,AL4,0,0.652,68.4
FL5017,TAIL1230,AL4,0,0.762,72.5
FL5018,TAIL1230,AL4,1,1.043,63.4
FL5019,TAIL1231,AL2,1,1.8,30.5
FL5020,TAIL1231,AL2,0,0.742,73.5
FL5021,TAIL1231,AL2,0,0.74,72.2
FL5022,TAIL1231,AL2,1,1.158,48.7
FL5023,TAIL1231,AL2,0,0.716,76.8
FL5024,TAIL1231,AL2,1,0.962,70.0
FL5025,TAIL1231,AL2,0,0.739,50.5
FL5026,TAIL1231,AL2,1,0.884,46.5
FL5027,TAIL1231,AL2,0,0.596,83.6
FL5028,TAIL1231,AL2,0,0.658,85.0
FL5029,TAIL1231,AL2,0,0.692,65.1
FL5030,TAIL1231,AL2,0,0.832,82.7
FL5031,TAIL1231,AL2,0,0.58,92.2
FL5032,TAIL1231,AL2,0,0.778,37.7
FL5033,TAIL1231,AL2,1,1.098,54.5
FL5034,TAIL1231,AL2,0,0.56,62.5
FL5035,TAIL1231,AL2,0,0.719,70.9
FL5036,TAIL1231,AL2,0,0.768,51.9
FL5037,TAIL1231,AL2,0,0.824,61.9
FL5038,TAIL1231,AL2,0,0.862,44.6
FL5039,TAIL1231,AL2,1,0.976,45.7
FL5040,TAIL1231,AL2,0,0.612,76.5
FL5041,TAIL1231,AL2,1,0.877,57.0
FL5042,TAIL1231,AL2,0,0.548,72.3
FL5043,TAIL1231,AL2,0,0.595,75.6
FL5044,TAIL1232,AL4,1,1.8,36.8
FL5045,TAIL1232,AL4,1,1.61,39.2
FL5046,TAIL1232,AL4,0,0.506,79.0
FL5047,TAIL1232,AL4,0,0.712,73.8
FL5048,TAIL1232,AL4,0,0.814,64.7
FL5049,TAIL1232,AL4,0,0.717,65.6
FL5050,TAIL1232,AL4,0,0.778,57.9
FL5051,TAIL1232,AL4,1,0.981,62.4
FL5052,TAIL1232,AL4,0,0.775,67.5
FL5053,TAIL1232,AL4,0,0.764,53.6
FL5054,TAIL1232,AL4,1,0.917,57.0
FL5055,TAIL1232,AL4,0,0.54,64.7
FL5056,TAIL1232,AL4,0,0.802,41.1
FL5057,TAIL1232,AL4,1,0.87,53.7
FL5058,TAIL1232,AL4,0,0.578,68.5
FL5059,TAIL1232,AL4,0,0.681,56.2
FL5060,TAIL1232,AL4,0,0.684,75.1
FL5061,TAIL1232,AL4,1,1.029,54.3
FL5062,TAIL1232,AL4,0,0.783,52.9
FL5063,TAIL1233,AL1,1,1.8,21.4
FL5064,TAIL1233,AL1,1,1.255,48.5
FL5065,TAIL1233,AL1,1,1.246,53.6
FL5066,TAIL1233,AL1,1,1.287,34.4
FL5067,TAIL1233,AL1,1,0.945,63.9
FL5068,TAIL1233,AL1,0,0.375,87.0
FL5069,TAIL1233,AL1,0,0.5,77.7
FL5070,TAIL1233,AL1,0,0.482,94.2
FL5071,TAIL1233,AL1,0,0.576,75.6
FL5072,TAIL1234,AL4,1,1.8,27.3
FL5073,TAIL1234,AL4,1,1.8,24.1
FL5074,TAIL1234,AL4,1,1.506,32.0
FL5075,TAIL1234,AL4,0,0.697,45.3
FL5076,TAIL1234,AL4,1,0.915,45.7
FL5077,TAIL1234,AL4,0,0.454,76.9
FL5078,TAIL1234,AL4,0,0.592,58.3
FL5079,TAIL1234,AL4,0,0.761,59.3
FL5080,TAIL1234,AL4,0,0.815,50.7
FL5081,TAIL1234,AL4,0,0.559,96.5
FL5082,TAIL1234,AL4,0,0.623,96.7
FL5083,TAIL1234,AL4,0,0.73,61.6
FL5084,TAIL1234,AL4,0,0.772,46.7
FL5085,TAIL1234,AL4,0,0.752,66.2
FL5086,TAIL1234,AL4,1,1.055,64.5
FL5087,TAIL1235,AL2,1,1.8,46.3
FL5088,TAIL1235,AL2,1,1.392,21.4
FL5089,TAIL1235,AL2,0,0.411,85.2
FL5090,TAIL1235,AL2,0,0.518,95.4
FL5091,TAIL1235,AL2,0,0.611,83.1
FL5092,TAIL1235,AL2,0,0.748,62.1
FL5093,TAIL1235,AL2,0,0.796,72.0
FL5094,TAIL1235,AL2,1,0.907,35.9
FL5095,TAIL1235,AL2,0,0.566,55.2
FL5096,TAIL1235,AL2,0,0.64,50.1
FL5097,TAIL1235,AL2,0,0.733,62.3
FL5098,TAIL1235,AL2,0,0.793,48.5
FL5099,TAIL1235,AL2,0,0.794,36.1
FL5100,TAIL1235,AL2,0,0.577,58.5
FL5101,TAIL1235,AL2,0,0.773,41.2
FL5102,TAIL1235,AL2,0,0.79,70.8
FL5103,TAIL1235,AL2,0,0.623,41.0
FL5104,TAIL1235,AL2,0,0.772,49.6
FL5105,TAIL1235,AL2,1,0.9,59.3
FL5106,TAIL1236,AL3,1,1.8,37.4
FL5107,TAIL1236,AL3,1,1.8,36.6
FL5108,TAIL1236,AL3,0,0.433,93.1
FL5109,TAIL1236,AL3,0,0.648,63.1
FL5110,TAIL1236,AL3,0,0.638,63.5
FL5111,TAIL1236,AL3,0,0.704,70.1
FL5112,TAIL1236,AL3,1,1.0,42.7
FL5113,TAIL1236,AL3,1,1.102,43.8
FL5114,TAIL1236,AL3,0,0.804,44.9
FL5115,TAIL1236,AL3,0,0.633,87.5
FL5116,TAIL1236,AL3,0,0.686,70.9
FL5117,TAIL1236,AL3,1,0.882,18.8
FL5118,TAIL1236,AL3,0,0.439,69.8
FL5119,TAIL1236,AL3,0,0.516,73.8
FL5120,TAIL1236,AL3,0,0.653,64.9
FL5121,TAIL1236,AL3,1,0.921,49.8
FL5122,TAIL1237,AL3,1,1.8,46.7
FL5123,TAIL1237,AL3,1,1.636,35.2
FL5124,TAIL1237,AL3,0,0.548,66.5
FL5125,TAIL1237,AL3,0,0.608,97.9
FL5126,TAIL1237,AL3,1,0.933,74.4
FL5127,TAIL1237,AL3,0,0.843,57.9
FL5128,TAIL1237,AL3,0,0.697,53.2
FL5129,TAIL1237,AL3,0,0.659,63.6
FL5130,TAIL1237,AL3,0,0.799,45.8
FL5131,TAIL1237,AL3,0,0.776,60.3
FL5132,TAIL1237,AL3,0,0.832,68.4
FL5133,TAIL1237,AL3,0,0.815,62.8
FL5134,TAIL1237,AL3,0,0.663,66.8
FL5135,TAIL1237,AL3,0,0.806,75.0
FL5136,TAIL1237,AL3,0,0.431,93.9
FL5137,TAIL1237,AL3,0,0.622,79.9
FL5138,TAIL1237,AL3,0,0.699,65.3
FL5139,TAIL1238,AL2,1,1.8,43.3
FL5140,TAIL1238,AL2,1,0.88,51.3
FL5141,TAIL1238,AL2,0,0.475,74.0
FL5142,TAIL1238,AL2,0,0.62,52.5
FL5143,TAIL1238,AL2,0,0.741,48.2
FL5144,TAIL1238,AL2,1,0.961,32.6
FL5145,TAIL1238,AL2,0,0.62,66.3
FL5146,TAIL1238,AL2,0,0.704,64.4
FL5147,TAIL1238,AL2,0,0.86,62.7
FL5148,TAIL1238,AL2,0,0.63,54.6
FL5149,TAIL1238,AL2,0,0.717,87.5
FL5150,TAIL1238,AL2,0,0.79,70.9
FL5151,TAIL1238,AL2,1,0.906,64.6
FL5152,TAIL1238,AL2,1,0.944,53.7
FL5153,TAIL1238,AL2,0,0.567,62.7
FL5154,TAIL1238,AL2,0,0.813,72.3
FL5155,TAIL1238,AL2,0,0.753,73.6
FL5156,TAIL1238,AL2,0,0.767,49.4
FL5157,TAIL1238,AL2,1,0.934,50.0
FL5158,TAIL1238,AL2,0,0.576,69.5
FL5159,TAIL1238,AL2,0,0.708,75.5
FL5160,TAIL1238,AL2,0,0.71,48.0
FL5161,TAIL1239,AL1,1,1.8,41.7
FL5162,TAIL1239,AL1,0,0.674,74.6
FL5163,TAIL1239,AL1,1,0.959,57.0
FL5164,TAIL1239,AL1,0,0.463,73.2
FL5165,TAIL1239,AL1,0,0.762,45.3
FL5166,TAIL1239,AL1,0,0.803,56.9
FL5167,TAIL1239,AL1,1,0.954,47.9
FL5168,TAIL1239,AL1,1,0.995,79.1
FL5169,TAIL1239,AL1,0,0.744,77.5
FL5170,TAIL1239,AL1,0,0.752,79.0
FL5171,TAIL1239,AL1,0,0.851,64.4
FL5172,TAIL1239,AL1,0,0.801,54.4
FL5173,TAIL1239,AL1,1,0.906,62.7
FL5174,TAIL1239,AL1,0,0.761,67.8
FL5175,TAIL1239,AL1,1,0.869,54.0
FL5176,TAIL1239,AL1,0,0.665,57.9
FL5177,TAIL1239,AL1,0,0.788,69.3
FL5178,TAIL1239,AL1,0,0.604,70.1
FL5179,TAIL1239,AL1,0,0.72,56.4
FL5180,TAIL1239,AL1,0,0.81,69.8
FL5181,TAIL1239,AL1,0,0.775,57.9
FL5182,TAIL1239,AL1,0,0.824,64.9
FL5183,TAIL1240,AL4,1,1.8,29.1
FL5184,TAIL1240,AL4,1,1.8,51.7
FL5185,TAIL1240,AL4,0,0.396,87.3
FL5186,TAIL1240,AL4,0,0.538,58.9
FL5187,TAIL1240,AL4,0,0.817,66.0
FL5188,TAIL1240,AL4,1,1.084,31.2
FL5189,TAIL1240,AL4,0,0.725,61.4
FL5190,TAIL1240,AL4,0,0.768,59.7
FL5191,TAIL1240,AL4,0,0.522,77.7
FL5192,TAIL1240,AL4,0,0.615,77.1
FL5193,TAIL1240,AL4,0,0.79,49.2
FL5194,TAIL1240,AL4,0,0.611,66.3
FL5195,TAIL1240,AL4,0,0.61,78.9
FL5196,TAIL1240,AL4,0,0.671,67.9
FL5197,TAIL1240,AL4,1,0.928,61.1
FL5198,TAIL1240,AL4,0,0.615,68.8
FL5199,TAIL1240,AL4,0,0.641,67.4
FL5200,TAIL1241,AL3,1,1.8,30.9
FL5201,TAIL1241,AL3,1,1.8,47.4
FL5202,TAIL1241,AL3,1,1.099,64.3
FL5203,TAIL1241,AL3,0,0.784,59.1
FL5204,TAIL1241,AL3,1,1.029,66.5
FL5205,TAIL1241,AL3,1,0.971,63.4
FL5206,TAIL1241,AL3,0,0.732,60.0
FL5207,TAIL1241,AL3,1,1.149,66.1
FL5208,TAIL1241,AL3,0,0.557,75.9
FL5209,TAIL1241,AL3,0,0.765,57.9
FL5210,TAIL1241,AL3,1,0.92,59.8
FL5211,TAIL1241,AL3,0,0.697,69.7
FL5212,TAIL1241,AL3,0,0.769,63.1
FL5213,TAIL1241,AL3,1,0.879,55.3
FL5214,TAIL1241,AL3,0,0.624,63.5
FL5215,TAIL1242,AL1,1,1.8,55.4
FL5216,TAIL1242,AL1,0,0.742,61.1
FL5217,TAIL1242,AL1,0,0.722,59.2
FL5218,TAIL1242,AL1,0,0.781,42.9
FL5219,TAIL1242,AL1,0,0.798,47.4
FL5220,TAIL1242,AL1,0,0.757,44.2
FL5221,TAIL1242,AL1,0,0.483,69.4
FL5222,TAIL1242,AL1,0,0.498,65.9
FL5223,TAIL1242,AL1,0,0.551,75.8
FL5224,TAIL1242,AL1,0,0.666,77.2
FL5225,TAIL1242,AL1,0,0.712,64.4
FL5226,TAIL1242,AL1,1,0.926,40.1
FL5227,TAIL1242,AL1,0,0.571,81.1
FL5228,TAIL1242,AL1,0,0.611,74.6
FL5229,TAIL1242,AL1,0,0.844,56.0
FL5230,TAIL1242,AL1,0,0.683,53.2
FL5231,TAIL1242,AL1,0,0.663,60.5
FL5232,TAIL1243,AL3,1,1.8,27.6
FL5233,TAIL1243,AL3,1,1.8,47.5
FL5234,TAIL1243,AL3,1,1.435,39.7
FL5235,TAIL1243,AL3,0,0.649,103.7
FL5236,TAIL1243,AL3,1,0.938,59.4
FL5237,TAIL1243,AL3,0,0.825,58.1
FL5238,TAIL1243,AL3,0,0.665,72.4
FL5239,TAIL1243,AL3,0,0.737,40.4
FL5240,TAIL1243,AL3,1,0.995,57.3
FL5241,TAIL1243,AL3,0,0.674,54.5
FL5242,TAIL1243,AL3,1,0.88,38.7
FL5243,TAIL1243,AL3,0,0.621,77.9
FL5244,TAIL1243,AL3,1,0.87,61.6
FL5245,TAIL1243,AL3,0,0.546,57.4
FL5246,TAIL1244,AL4,1,1.8,34.2
FL5247,TAIL1244,AL4,0,0.439,88.9
FL5248,TAIL1244,AL4,0,0.519,80.2
FL5249,TAIL1244,AL4,0,0.529,72.4
FL5250,TAIL1244,AL4,0,0.657,68.6
FL5251,TAIL1244,AL4,0,0.778,90.9
FL5252,TAIL1244,AL4,0,0.859,78.2
FL5253,TAIL1244,AL4,0,0.668,55.6
FL5254,TAIL1244,AL4,1,0.968,41.2
FL5255,TAIL1244,AL4,1,0.959,35.1
FL5256,TAIL1244,AL4,0,0.783,52.2
FL5257,TAIL1244,AL4,0,0.689,104.4
FL5258,TAIL1244,AL4,0,0.856,66.0
FL5259,TAIL1244,AL4,0,0.648,77.0
FL5260,TAIL1244,AL4,0,0.767,47.5
FL5261,TAIL1244,AL4,0,0.799,54.2
FL5262,TAIL1244,AL4,0,0.794,65.2
FL5263,TAIL1244,AL4,0,0.621,57.1
FL5264,TAIL1244,AL4,0,0.796,60.7
FL5265,TAIL1244,AL4,0,0.596,71.1
FL5266,TAIL1244,AL4,0,0.687,70.7
FL5267,TAIL1245,AL2,1,1.8,32.8
FL5268,TAIL1245,AL2,1,1.27,62.4
FL5269,TAIL1245,AL2,0,0.789,75.2
FL5270,TAIL1245,AL2,1,1.067,50.5
FL5271,TAIL1245,AL2,1,0.897,63.3
FL5272,TAIL1245,AL2,0,0.64,82.8
FL5273,TAIL1245,AL2,0,0.673,62.7
FL5274,TAIL1245,AL2,0,0.774,50.1
FL5275,TAIL1245,AL2,0,0.791,68.9
FL5276,TAIL1245,AL2,0,0.698,64.7
FL5277,TAIL1245,AL2,0,0.678,72.0
FL5278,TAIL1245,AL2,1,0.935,68.1
FL5279,TAIL1245,AL2,0,0.854,70.7
FL5280,TAIL1245,AL2,0,0.553,69.7
FL5281,TAIL1245,AL2,0,0.493,82.0
FL5282,TAIL1246,AL1,1,1.8,48.7
FL5283,TAIL1246,AL1,1,1.8,58.5
FL5284,TAIL1246,AL1,1,1.53,38.2
FL5285,TAIL1246,AL1,0,0.319,84.2
FL5286,TAIL1246,AL1,0,0.396,93.3
